flight_id,departure_ts,arrival_ts,duration_minutes,duration_hours,is_overnight,departure_hour,airline_key,route_key,flight_date_key,timestamp_parse_issue,non_positive_duration,flight_id_conflict,airline_missing,airline_blank,airline_explicit_unknown,airline_unrecognized,flight_id_format_issue,flight_id_normalization_conflict,source_equals_destination,source_outside_allowlist,destination_outside_allowlist
6F042,2026-04-18T22:35:41.701000,2026-04-19T02:41:41.701000,246.0,4.1,1,22,2,24,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F043,2026-04-20T17:17:41.701000,2026-04-20T18:43:41.701000,86.0,1.4333333333333333,0,17,2,9,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F044,2026-04-17T13:25:41.701000,2026-04-17T17:36:41.701000,251.0,4.183333333333334,0,13,2,19,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F045,2026-04-17T23:04:41.701000,2026-04-18T03:38:41.701000,274.0,4.566666666666666,1,23,2,9,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F046,2026-04-20T01:27:41.701000,2026-04-20T05:08:41.701000,221.0,3.683333333333333,0,1,2,16,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F047,2026-04-20T13:50:41.701000,2026-04-20T15:55:41.701000,125.0,2.0833333333333335,0,13,2,29,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F048,2026-04-18T10:27:41.701000,2026-04-18T11:18:41.701000,51.0,0.85,0,10,2,24,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F049,2026-04-20T10:00:41.701000,2026-04-20T13:13:41.701000,193.0,3.216666666666667,0,10,2,24,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F050,2026-04-19T00:35:41.701000,2026-04-19T04:32:41.701000,237.0,3.95,0,0,2,17,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F051,2026-04-20T13:58:41.701000,2026-04-20T15:58:41.701000,120.0,2.0,0,13,2,1,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F052,2026-04-19T09:13:41.701000,2026-04-19T12:02:41.701000,169.0,2.816666666666667,0,9,2,7,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F053,2026-04-18T20:26:41.701000,2026-04-19T00:39:41.701000,253.0,4.216666666666667,1,20,2,19,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F054,2026-04-17T22:00:41.701000,2026-04-18T01:25:41.701000,205.0,3.4166666666666665,1,22,2,21,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F055,2026-04-18T16:21:41.701000,2026-04-18T18:49:41.701000,148.0,2.466666666666667,0,16,2,18,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F056,2026-04-20T07:00:41.701000,2026-04-20T08:49:41.701000,109.0,1.8166666666666667,0,7,2,10,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F057,2026-04-17T12:32:41.701000,2026-04-17T15:50:41.701000,198.0,3.3,0,12,2,29,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F058,2026-04-20T01:04:41.701000,2026-04-20T03:33:41.701000,149.0,2.4833333333333334,0,1,2,7,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F059,2026-04-19T01:12:41.701000,2026-04-19T06:02:41.701000,290.0,4.833333333333333,0,1,2,8,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F060,2026-04-18T05:29:41.701000,2026-04-18T07:29:42,120.00498333333333,2.0000830555555553,0,5,2,16,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F061,2026-04-19T07:28:41.701000,2026-04-19T08:09:41.701000,41.0,0.6833333333333333,0,7,2,27,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F062,2026-04-18T04:55:41.701000,2026-04-18T06:22:41.701000,87.0,1.45,0,4,2,13,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F063,2026-04-19T04:42:41.701000,2026-04-19T07:31:41.701000,169.0,2.816666666666667,0,4,2,19,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F064,2026-04-18T21:45:41.701000,2026-04-18T22:50:41.701000,65.0,1.0833333333333333,0,21,2,13,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F065,2026-04-19T19:40:41.701000,2026-04-19T22:23:41.701000,163.0,2.716666666666667,0,19,2,26,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F066,2026-04-19T06:07:41.701000,2026-04-19T07:43:41.701000,96.0,1.6,0,6,2,4,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F067,2026-04-19T02:59:41.701000,2026-04-19T06:02:41.701000,183.0,3.05,0,2,2,26,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F068,2026-04-20T11:17:41.701000,2026-04-20T15:06:41.701000,229.0,3.816666666666667,0,11,2,4,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F069,2026-04-17T23:44:41.701000,2026-04-18T03:17:41.701000,213.0,3.55,1,23,2,26,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F070,2026-04-19T23:23:41.701000,2026-04-20T02:24:41.701000,181.0,3.0166666666666666,1,23,2,24,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F071,2026-04-19T20:18:41.702000,2026-04-20T00:31:41.702000,253.0,4.216666666666667,1,20,2,18,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F072,2026-04-18T02:14:41.702000,2026-04-18T03:11:41.702000,57.0,0.95,0,2,2,2,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F073,2026-04-20T11:38:41.702000,2026-04-20T15:18:41.702000,220.0,3.6666666666666665,0,11,2,18,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F074,2026-04-20T11:09:41.702000,2026-04-20T14:29:41.702000,200.0,3.3333333333333335,0,11,2,22,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F075,2026-04-19T22:20:41.702000,2026-04-20T03:02:41.702000,282.0,4.7,1,22,2,7,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F076,2026-04-18T15:35:41.702000,2026-04-18T16:20:41.702000,45.0,0.75,0,15,2,14,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F077,2026-04-20T14:55:41.702000,2026-04-20T19:13:41.702000,258.0,4.3,0,14,2,13,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F078,2026-04-19T22:04:41.702000,2026-04-19T23:37:41.702000,93.0,1.55,0,22,2,7,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F079,2026-04-19T02:14:41.702000,2026-04-19T06:18:41.702000,244.0,4.066666666666666,0,2,2,30,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F080,2026-04-17T19:47:41.702000,2026-04-17T23:13:41.702000,206.0,3.433333333333333,0,19,2,25,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F081,2026-04-18T06:04:41.702000,2026-04-18T07:43:41.702000,99.0,1.65,0,6,2,26,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F082,2026-04-17T20:26:41.702000,2026-04-17T22:26:41.702000,120.0,2.0,0,20,2,6,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F083,2026-04-20T05:24:41.702000,2026-04-20T06:03:41.702000,39.0,0.65,0,5,2,3,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F084,2026-04-20T10:34:41.702000,2026-04-20T11:34:42,60.00496666666666,1.0000827777777777,0,10,2,14,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F085,2026-04-19T17:32:41.702000,2026-04-19T19:32:42,120.00496666666666,2.0000827777777777,0,17,2,25,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F086,2026-04-20T20:23:41.702000,2026-04-20T21:00:41.702000,37.0,0.6166666666666667,0,20,2,30,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F087,2026-04-18T23:24:41.702000,2026-04-19T03:10:41.702000,226.0,3.7666666666666666,1,23,2,19,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F088,2026-04-18T05:51:41.702000,2026-04-18T08:22:41.702000,151.0,2.5166666666666666,0,5,2,11,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F089,2026-04-17T17:06:41.702000,2026-04-17T19:10:41.702000,124.0,2.066666666666667,0,17,2,19,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F090,2026-04-17T15:10:41.702000,2026-04-17T19:22:41.702000,252.0,4.2,0,15,2,21,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F091,2026-04-20T10:10:41.702000,2026-04-20T11:36:41.702000,86.0,1.4333333333333333,0,10,2,2,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F092,2026-04-20T08:39:41.702000,2026-04-20T09:15:41.702000,36.0,0.6,0,8,2,26,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F093,2026-04-17T16:09:41.702000,2026-04-17T20:00:41.702000,231.0,3.85,0,16,2,13,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F094,2026-04-19T07:37:41.702000,2026-04-19T09:06:41.702000,89.0,1.4833333333333334,0,7,2,1,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F095,2026-04-18T01:53:41.702000,2026-04-18T05:34:41.702000,221.0,3.683333333333333,0,1,2,5,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F096,2026-04-17T22:45:41.702000,2026-04-18T02:58:41.702000,253.0,4.216666666666667,1,22,2,26,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F097,2026-04-20T15:32:41.702000,2026-04-20T16:49:41.702000,77.0,1.2833333333333334,0,15,2,1,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F098,2026-04-19T10:18:41.702000,2026-04-19T12:49:41.702000,151.0,2.5166666666666666,0,10,2,5,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F099,2026-04-20T22:24:41.702000,2026-04-20T22:59:41.702000,35.0,0.5833333333333334,0,22,2,29,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F100,2026-04-18T04:40:41.702000,2026-04-18T07:49:41.702000,189.0,3.15,0,4,2,6,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F101,2026-04-18T03:18:41.702000,2026-04-18T08:15:41.702000,297.0,4.95,0,3,2,10,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F102,2026-04-18T01:10:41.702000,2026-04-18T02:24:41.702000,74.0,1.2333333333333334,0,1,2,25,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F103,2026-04-18T15:37:41.702000,2026-04-18T18:32:41.702000,175.0,2.9166666666666665,0,15,2,15,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F104,2026-04-19T05:39:41.702000,2026-04-19T06:14:41.702000,35.0,0.5833333333333334,0,5,2,12,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F105,2026-04-20T11:46:41.702000,2026-04-20T12:58:41.702000,72.0,1.2,0,11,2,1,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F106,2026-04-18T00:10:41.702000,2026-04-18T01:52:41.702000,102.0,1.7,0,0,2,7,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F107,2026-04-18T14:14:41.702000,2026-04-18T17:14:42,180.0049666666667,3.000082777777778,0,14,2,11,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F108,2026-04-17T23:41:41.702000,2026-04-18T03:23:41.702000,222.0,3.7,1,23,2,19,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F109,2026-04-18T12:00:41.702000,2026-04-18T12:51:41.702000,51.0,0.85,0,12,2,1,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F110,2026-04-18T02:27:41.702000,2026-04-18T05:48:41.702000,201.0,3.35,0,2,2,24,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F111,2026-04-18T17:09:41.702000,2026-04-18T20:02:41.702000,173.0,2.8833333333333333,0,17,2,24,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F112,2026-04-19T21:00:41.702000,2026-04-19T23:16:41.702000,136.0,2.2666666666666666,0,21,2,24,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F113,2026-04-19T21:04:41.702000,2026-04-20T01:30:41.702000,266.0,4.433333333333334,1,21,2,7,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F114,2026-04-20T20:10:41.702000,2026-04-20T21:00:41.702000,50.0,0.8333333333333334,0,20,2,10,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F115,2026-04-19T04:41:41.702000,2026-04-19T06:23:41.702000,102.0,1.7,0,4,2,26,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F116,2026-04-17T16:43:41.702000,2026-04-17T19:02:41.702000,139.0,2.316666666666667,0,16,2,28,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F117,2026-04-19T00:46:41.702000,2026-04-19T01:51:41.702000,65.0,1.0833333333333333,0,0,2,13,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F118,2026-04-19T19:52:41.702000,2026-04-19T21:01:41.702000,69.0,1.15,0,19,2,14,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F119,2026-04-18T09:19:41.702000,2026-04-18T11:33:41.702000,134.0,2.2333333333333334,0,9,2,17,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F120,2026-04-18T05:14:41.702000,2026-04-18T06:14:41.702000,60.0,1.0,0,5,2,1,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F121,2026-04-18T05:44:41.702000,2026-04-18T10:42:41.702000,298.0,4.966666666666667,0,5,2,25,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F122,2026-04-20T01:44:41.702000,2026-04-20T05:28:41.702000,224.0,3.7333333333333334,0,1,2,16,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F123,2026-04-20T15:26:41.702000,2026-04-20T17:12:41.702000,106.0,1.7666666666666666,0,15,2,19,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F124,2026-04-18T10:47:41.702000,2026-04-18T15:21:41.702000,274.0,4.566666666666666,0,10,2,1,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F125,2026-04-19T17:09:41.702000,2026-04-19T21:13:41.702000,244.0,4.066666666666666,0,17,2,7,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F126,2026-04-20T08:21:41.702000,2026-04-20T09:39:41.702000,78.0,1.3,0,8,2,15,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F127,2026-04-19T18:27:41.702000,2026-04-19T22:28:41.702000,241.0,4.016666666666667,0,18,2,22,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F128,2026-04-19T16:56:41.702000,2026-04-19T18:03:41.702000,67.0,1.1166666666666667,0,16,2,24,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F129,2026-04-20T14:28:41.702000,2026-04-20T16:47:41.702000,139.0,2.316666666666667,0,14,2,18,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F130,2026-04-18T01:27:41.702000,2026-04-18T02:45:41.702000,78.0,1.3,0,1,2,19,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F131,2026-04-18T10:22:41.702000,2026-04-18T14:20:41.702000,238.0,3.966666666666667,0,10,2,4,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F132,2026-04-19T12:00:41.702000,2026-04-19T13:00:42,60.00496666666666,1.0000827777777777,0,12,2,27,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F133,2026-04-20T04:38:41.702000,2026-04-20T06:25:41.702000,107.0,1.7833333333333334,0,4,2,26,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F134,2026-04-19T12:47:41.702000,2026-04-19T14:06:41.702000,79.0,1.3166666666666667,0,12,2,5,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F135,2026-04-19T12:59:41.702000,2026-04-19T13:45:41.702000,46.0,0.7666666666666667,0,12,2,30,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F136,2026-04-18T20:24:41.702000,2026-04-18T21:01:41.702000,37.0,0.6166666666666667,0,20,2,13,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F137,2026-04-18T10:45:41.702000,2026-04-18T15:01:41.702000,256.0,4.266666666666667,0,10,2,13,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F138,2026-04-18T09:49:41.702000,2026-04-18T12:53:41.702000,184.0,3.066666666666667,0,9,2,21,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F139,2026-04-18T04:55:41.702000,2026-04-18T08:17:41.702000,202.0,3.3666666666666667,0,4,2,25,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F140,2026-04-19T16:30:41.702000,2026-04-19T18:21:41.702000,111.0,1.85,0,16,2,14,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F141,2026-04-18T20:26:41.702000,2026-04-18T22:28:41.702000,122.0,2.033333333333333,0,20,2,7,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F142,2026-04-19T02:05:41.702000,2026-04-19T06:04:41.702000,239.0,3.9833333333333334,0,2,2,15,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F143,2026-04-20T02:09:41.702000,2026-04-20T06:08:41.702000,239.0,3.9833333333333334,0,2,2,13,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F144,2026-04-18T11:56:41.702000,2026-04-18T15:11:41.702000,195.0,3.25,0,11,2,22,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F145,2026-04-19T01:02:41.703000,2026-04-19T02:18:41.703000,76.0,1.2666666666666666,0,1,2,13,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F146,2026-04-20T13:51:41.703000,2026-04-20T15:07:41.703000,76.0,1.2666666666666666,0,13,2,25,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F147,2026-04-17T19:57:41.703000,2026-04-18T00:31:41.703000,274.0,4.566666666666666,1,19,2,25,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F148,2026-04-19T20:23:41.703000,2026-04-19T22:30:41.703000,127.0,2.1166666666666667,0,20,2,12,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F149,2026-04-20T17:57:41.703000,2026-04-20T20:42:41.703000,165.0,2.75,0,17,2,2,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F150,2026-04-19T12:55:41.703000,2026-04-19T16:53:41.703000,238.0,3.966666666666667,0,12,2,25,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F151,2026-04-20T19:44:41.703000,2026-04-20T22:04:41.703000,140.0,2.3333333333333335,0,19,2,14,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F152,2026-04-20T15:21:41.703000,2026-04-20T17:25:41.703000,124.0,2.066666666666667,0,15,2,13,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F153,2026-04-18T08:23:41.703000,2026-04-18T12:20:41.703000,237.0,3.95,0,8,2,11,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F154,2026-04-18T11:26:41.703000,2026-04-18T12:23:41.703000,57.0,0.95,0,11,2,13,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F155,2026-04-18T07:47:41.703000,2026-04-18T08:20:41.703000,33.0,0.55,0,7,2,16,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F156,2026-04-20T02:23:41.703000,2026-04-20T04:57:41.703000,154.0,2.566666666666667,0,2,2,27,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F157,2026-04-18T16:37:41.703000,2026-04-18T18:04:41.703000,87.0,1.45,0,16,2,28,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F158,2026-04-20T11:58:41.703000,2026-04-20T16:04:41.703000,246.0,4.1,0,11,2,15,20260420,0,0,0,0,0,0,0,0,0,0,0,0
6F159,2026-04-18T02:08:41.703000,2026-04-18T02:43:41.703000,35.0,0.5833333333333334,0,2,2,12,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F160,2026-04-18T04:09:41.703000,2026-04-18T08:26:41.703000,257.0,4.283333333333333,0,4,2,26,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F161,2026-04-18T11:24:41.703000,2026-04-18T12:21:41.703000,57.0,0.95,0,11,2,29,20260418,0,0,0,0,0,0,0,0,0,0,0,0
6F162,2026-04-17T14:50:41.703000,2026-04-17T17:44:41.703000,174.0,2.9,0,14,2,12,20260417,0,0,0,0,0,0,0,0,0,0,0,0
6F163,2026-04-19T06:49:41.703000,2026-04-19T10:46:41.703000,237.0,3.95,0,6,2,27,20260419,0,0,0,0,0,0,0,0,0,0,0,0
6F164,2026-04-20T22:18:41.703000,2026-04-21T00:45:41.703000,147.0,2.45,1,22,2,1,20260420,0,0,0,0,0,0,0,0,0,0,0,0
