payment_id,booking_id,matched_booking_id,payment_method,usable_amount,amount_missing,amount_blank,amount_nonnumeric,amount_nonfinite,amount_negative,amount_zero,amount_extra_precision,amount_usable,payment_method_missing,payment_method_blank,payment_method_unrecognized,payment_id_repeated,payment_exact_duplicate,booking_reference_status,payment_source_row
PAY1032,B1906,B1906,UPI,11037.65,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,34
PAY1033,B1012,B1012,CARD,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,35
PAY1034,B1602,B1602,NETBANKING,4028.21,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,36
PAY1035,B1199,B1199,NETBANKING,12300.69,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,37
PAY1036,B1585,B1585,NETBANKING,11603.63,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,38
PAY1037,B1767,B1767,UPI,5997.12,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,39
PAY1038,B1455,B1455,CARD,14853.28,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,40
PAY1039,B1447,B1447,NETBANKING,4676.01,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,41
PAY1040,B1787,B1787,CARD,4567.25,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,42
PAY1041,B1839,B1839,UPI,11811.63,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,43
PAY1042,B1840,B1840,CARD,7085.20,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,44
PAY1043,B1070,B1070,NETBANKING,5631.13,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,45
PAY1044,B1589,B1589,CARD,3501.28,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,46
PAY1045,B1795,B1795,CARD,11714.65,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,47
PAY1046,B1129,B1129,UPI,12008.51,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,48
PAY1047,B1888,B1888,UPI,8931.90,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,49
PAY1048,B1042,B1042,CARD,14402.39,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,50
PAY1049,B1519,B1519,CARD,5454.29,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,51
PAY1050,B1012,B1012,CARD,4074.67,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,52
PAY1051,B1724,B1724,UPI,10484.53,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,53
PAY1052,B1622,B1622,UPI,11617.72,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,54
PAY1053,B1987,B1987,CARD,4148.68,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,55
PAY1054,B1802,B1802,UPI,2072.55,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,56
PAY1055,B1534,B1534,NETBANKING,12347.23,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,57
PAY1056,B1301,B1301,UPI,14671.03,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,58
PAY1057,B1765,B1765,UPI,10025.41,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,59
PAY1058,B1526,B1526,UPI,4890.14,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,60
PAY1059,B1641,B1641,NETBANKING,14953.42,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,61
PAY1060,B1572,B1572,NETBANKING,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,62
PAY1061,B1114,B1114,NETBANKING,8187.33,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,63
PAY1062,B1459,B1459,CARD,12554.50,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,64
PAY1063,B1831,B1831,CARD,12421.49,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,65
PAY1064,B1504,B1504,NETBANKING,14087.19,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,66
PAY1065,B1307,B1307,CARD,12772.93,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,67
PAY1066,B1931,B1931,CARD,10011.51,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,68
PAY1067,B1962,B1962,CARD,9530.25,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,69
PAY1068,B1324,B1324,NETBANKING,7543.00,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,70
PAY1069,B1578,B1578,UPI,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,71
PAY1070,B1760,B1760,NETBANKING,12133.03,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,72
PAY1071,B1174,B1174,NETBANKING,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,73
PAY1072,B1850,B1850,CARD,7542.02,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,74
PAY1073,B1513,B1513,CARD,9031.14,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,75
PAY1074,B1171,B1171,UPI,7227.28,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,76
PAY1075,B1996,B1996,UPI,10358.84,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,77
PAY1076,B1959,B1959,UPI,9818.89,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,78
PAY1077,B1501,B1501,UPI,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,79
PAY1078,B1976,B1976,NETBANKING,8576.26,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,80
PAY1079,B1333,B1333,UPI,2238.82,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,81
PAY1080,B1283,B1283,NETBANKING,1369.37,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,82
PAY1081,B1474,B1474,CARD,12076.76,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,83
PAY1082,B1053,B1053,UPI,4621.10,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,84
PAY1083,B1457,B1457,CARD,5769.17,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,85
PAY1084,B1578,B1578,CARD,1897.18,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,86
PAY1085,B1419,B1419,NETBANKING,3513.00,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,87
PAY1086,B1613,B1613,UPI,11718.47,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,88
PAY1087,B1631,B1631,NETBANKING,7909.43,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,89
PAY1088,B1702,B1702,CARD,13329.36,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,90
PAY1089,B1408,B1408,UPI,6561.39,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,91
PAY1090,B1981,B1981,CARD,4761.81,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,92
PAY1091,B1303,B1303,CARD,5866.40,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,93
PAY1092,B1934,B1934,UPI,10978.81,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,94
PAY1093,B1558,B1558,UPI,8770.08,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,95
PAY1094,B1221,B1221,UPI,13658.68,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,96
PAY1095,B1532,B1532,NETBANKING,9430.36,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,97
PAY1096,B1157,B1157,NETBANKING,7902.25,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,98
PAY1097,B1347,B1347,CARD,12000.54,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,99
PAY1098,B1158,B1158,UPI,14265.47,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,100
PAY1099,B1888,B1888,CARD,5981.84,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,101
PAY1100,B1883,B1883,CARD,4498.27,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,102
PAY1101,B1921,B1921,CARD,9627.04,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,103
PAY1102,B1234,B1234,CARD,7984.22,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,104
PAY1103,B1661,B1661,CARD,14848.60,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,105
PAY1104,B1404,B1404,UPI,7473.06,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,106
PAY1105,B1256,B1256,NETBANKING,2040.64,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,107
PAY1106,B1676,B1676,UPI,14683.17,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,108
PAY1107,B1588,B1588,UPI,12810.22,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,109
PAY1108,B1596,B1596,UPI,3495.50,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,110
PAY1109,B1557,B1557,NETBANKING,13664.47,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,111
PAY1110,B1904,B1904,NETBANKING,5769.34,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,112
PAY1111,B1912,B1912,NETBANKING,6279.57,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,113
PAY1112,B1046,B1046,UPI,13689.48,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,114
PAY1113,B1212,B1212,NETBANKING,8421.62,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,115
PAY1114,B1478,B1478,CARD,2928.68,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,116
PAY1115,B1486,B1486,NETBANKING,6166.79,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,117
PAY1116,B1570,B1570,UPI,11109.36,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,118
PAY1117,B1565,B1565,UPI,3438.58,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,119
PAY1118,B1341,B1341,CARD,9263.24,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,120
PAY1119,B1523,B1523,NETBANKING,10733.84,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,121
PAY1120,B1703,B1703,NETBANKING,5813.95,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,122
PAY1121,B1502,B1502,CARD,10714.33,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,123
PAY1122,B1005,B1005,UPI,13378.90,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,124
PAY1123,B1820,B1820,UPI,7609.63,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,125
PAY1124,B1143,B1143,NETBANKING,6360.73,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,126
PAY1125,B1857,B1857,NETBANKING,4516.22,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,127
PAY1126,B1260,B1260,NETBANKING,9458.88,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,128
PAY1127,B1584,B1584,NETBANKING,13317.93,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,129
PAY1128,B1685,B1685,NETBANKING,5545.26,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,130
PAY1129,B1231,B1231,UPI,6547.30,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,131
PAY1130,B1269,B1269,UPI,6692.76,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,132
PAY1131,B1939,B1939,UPI,8851.37,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,133
PAY1132,B1446,B1446,UPI,4197.73,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,134
PAY1133,B1873,B1873,CARD,12510.96,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,135
PAY1134,B1221,B1221,UPI,5138.43,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,136
PAY1135,B1051,B1051,CARD,10875.08,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,137
PAY1136,B1115,B1115,UPI,8185.02,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,138
PAY1137,B1537,B1537,NETBANKING,9202.57,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,139
PAY1138,B1564,B1564,NETBANKING,3514.52,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,140
PAY1139,B1876,B1876,NETBANKING,11290.32,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,141
PAY1140,B1540,B1540,CARD,3640.69,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,142
PAY1141,B1018,B1018,UPI,2588.63,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,143
PAY1142,B1814,B1814,UPI,8653.51,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,144
PAY1143,B1391,B1391,CARD,10930.16,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,145
PAY1144,B1790,B1790,CARD,1700.50,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,146
PAY1145,B1628,B1628,CARD,1971.53,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,147
PAY1146,B1617,B1617,CARD,12237.51,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,148
PAY1147,B1418,B1418,CARD,12326.46,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,149
PAY1148,B1990,B1990,NETBANKING,4434.27,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,150
PAY1149,B1308,B1308,UPI,9613.19,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,151
PAY1150,B1738,B1738,CARD,7204.52,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,152
PAY1151,B1863,B1863,NETBANKING,9857.74,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,153
PAY1152,B1185,B1185,CARD,13080.31,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,154
PAY1153,B1260,B1260,NETBANKING,2117.99,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,155
PAY1154,B1527,B1527,CARD,11891.78,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,156
PAY1155,B1272,B1272,UPI,7902.41,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,157
PAY1156,B1159,B1159,CARD,8897.78,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,158
PAY1157,B1869,B1869,CARD,10155.04,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,159
PAY1158,B1761,B1761,UPI,13916.72,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,160
PAY1159,B1223,B1223,UPI,1794.08,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,161
PAY1160,B1255,B1255,CARD,1412.67,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,162
PAY1161,B1179,B1179,UPI,3495.66,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,163
PAY1162,B1019,B1019,UPI,14810.27,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,164
PAY1163,B1623,B1623,NETBANKING,11011.07,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,165
PAY1164,B1631,B1631,UPI,9604.98,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,166
PAY1165,B1705,B1705,UPI,1658.55,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,167
PAY1166,B1467,B1467,CARD,13307.54,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,168
PAY1167,B1622,B1622,CARD,12378.60,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,169
PAY1168,B1209,B1209,NETBANKING,10307.20,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,170
PAY1169,B1512,B1512,CARD,5747.83,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,171
PAY1170,B1057,B1057,UPI,1987.07,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,172
PAY1171,B1092,B1092,UPI,9120.54,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,173
PAY1172,B1220,B1220,UPI,11075.72,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,174
PAY1173,B1722,B1722,CARD,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,175
PAY1174,B1939,B1939,UPI,9872.75,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,176
PAY1175,B1231,B1231,UPI,5009.12,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,177
PAY1176,B1773,B1773,NETBANKING,11699.42,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,178
PAY1177,B1363,B1363,NETBANKING,8554.62,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,179
PAY1178,B1614,B1614,NETBANKING,2806.52,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,180
PAY1179,B1561,B1561,CARD,8371.27,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,181
PAY1180,B1373,B1373,UPI,6540.32,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,182
PAY1181,B1621,B1621,UPI,3524.98,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,183
PAY1182,B1455,B1455,UPI,12781.22,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,184
PAY1183,B1087,B1087,NETBANKING,1154.40,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,185
PAY1184,B1019,B1019,UPI,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,186
PAY1185,B1013,B1013,UPI,1176.33,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,187
PAY1186,B1132,B1132,UPI,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,188
PAY1187,B1936,B1936,UPI,5159.35,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,189
PAY1188,B1807,B1807,UPI,1759.80,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,190
PAY1189,B1033,B1033,CARD,9352.83,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,191
PAY1190,B1891,B1891,UPI,2216.08,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,192
PAY1191,B1207,B1207,CARD,10823.99,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,193
PAY1192,B1812,B1812,UPI,1736.99,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,194
PAY1193,B1198,B1198,CARD,1830.32,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,195
PAY1194,B1591,B1591,UPI,5274.56,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,196
PAY1195,B1582,B1582,UPI,13552.00,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,197
PAY1196,B1154,B1154,UPI,9979.51,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,198
PAY1197,B1589,B1589,UPI,11781.84,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,199
PAY1198,B1077,B1077,NETBANKING,2981.73,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,200
PAY1199,B1171,B1171,UPI,12677.76,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,201
PAY1200,B1288,B1288,CARD,1114.05,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,202
PAY1201,B1544,B1544,NETBANKING,3982.80,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,203
PAY1202,B1811,B1811,NETBANKING,9625.29,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,204
PAY1203,B1787,B1787,UPI,6253.45,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,205
PAY1204,B1878,B1878,CARD,14778.71,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,206
PAY1205,B1419,B1419,CARD,1424.75,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,207
PAY1206,B1006,B1006,NETBANKING,14980.37,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,208
PAY1207,B1159,B1159,CARD,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,209
PAY1208,B1239,B1239,UPI,8821.90,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,210
PAY1209,B1962,B1962,UPI,1833.17,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,211
PAY1210,B1422,B1422,UPI,4826.60,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,212
PAY1211,B1988,B1988,UPI,13945.28,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,213
PAY1212,B1535,B1535,UPI,5959.44,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,214
PAY1213,B1725,B1725,NETBANKING,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,215
PAY1214,B1069,B1069,UPI,14992.95,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,216
PAY1215,B1879,B1879,UPI,4682.98,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,217
PAY1216,B1215,B1215,NETBANKING,9065.13,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,218
PAY1217,B1103,B1103,NETBANKING,10750.13,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,219
PAY1218,B1726,B1726,NETBANKING,3304.78,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,220
PAY1219,B1053,B1053,CARD,3081.42,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,221
PAY1220,B1805,B1805,CARD,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,222
PAY1221,B1329,B1329,UPI,6401.38,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,223
PAY1222,B1847,B1847,UPI,10999.02,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,224
PAY1223,B1202,B1202,UPI,1973.12,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,225
PAY1224,B1287,B1287,CARD,14610.33,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,226
PAY1225,B1044,B1044,UPI,1199.88,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,227
PAY1226,B1828,B1828,UPI,9418.44,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,228
PAY1227,B1197,B1197,CARD,8876.86,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,229
PAY1228,B1215,B1215,NETBANKING,2886.02,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,230
PAY1229,B1480,B1480,CARD,3112.82,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,231
